hasname,hasLocation,hasAddress,hasLandmark,hasLongitude,hasLatitude,hasPrice,hasMealType,hasVegFood,hasPhone
Kwaliti,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0817637,28.4672902,700,"""['breakfast']""",TRUE,5084063836
Subway,Gurgaon,"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0814039,28.4676142,500,"""['breakfast']""",FALSE,9222120413
Burger Point,Gurgaon,"SF-27, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0823032,28.4672524,300,"""['breakfast']""",FALSE,1256794445
Chaat Chowk,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0821234,28.4670558,350,"""['breakfast']""",FALSE,7345258832
Chef Style,Gurgaon,"SF 89-81, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0817637,28.4673798,700,"""['breakfast']""",TRUE,4295216904
Delhicacy,Gurgaon,"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0823032,28.4674317,350,"""['breakfast']""",TRUE,2199608715
Dimsum & Co.,Gurgaon,"1st Floor, SF 90, Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0818119,28.4674661,650,"""['breakfast']""",TRUE,6716789858
Instapizza,Gurgaon,"SF-008, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0821234,28.467504,900,"""['breakfast']""",TRUE,3023286439
L'Opera,Gurgaon,"22, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0824381,28.4671309,400,"""['breakfast']""",FALSE,8593998167
Lazeez Food,Gurgaon,"SF-124 & SG - 48, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.081314,28.4670676,800,"""['breakfast']""",TRUE,3212390157
Le Marche Sugar & Spice Cafe,Gurgaon,"105, Ground Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0812241,28.4675073,700,"""['breakfast']""",FALSE,1017887068
The Breakfast Club,Gurgaon,"SF-35, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0819435,28.4671282,500,"""['breakfast']""",TRUE,5321798295
Sugar & Spice - Le Marche,Gurgaon,"SG-84 & 85, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0812241,28.4671487,800,"""['breakfast']""",FALSE,4856933404
Crudo Juicery,Gurgaon,"SF-85, Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0819435,28.4674868,400,"""['breakfast']""",TRUE,9477739249
Fork with Stick,Gurgaon,"SF-12, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Galleria,77.0823032,28.4674317,800,"""['breakfast']""",TRUE,4602950003
Uptown Fresh Beer Cafe,Gurgaon,"106, DLF Galleria, DLF Phase 4, Gurgaon",DLF Galleria,77.0812241,28.4675073,2500,"""['breakfast']""",TRUE,1396686032
Barista,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09313545,28.47582155,650,"""['breakfast']""",FALSE,1977727647
Cafe Coffee Day,Gurgaon,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09359512,28.47548941,450,"""['breakfast']""",FALSE,3664087037
Domino's Pizza,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09308315,28.47577587,700,"""['breakfast']""",TRUE,6180500778
Italiano,Gurgaon,"7, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09323503,28.47573225,1500,"""['breakfast']""",FALSE,1950431710
McDonald's,Gurgaon,"314-315, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09302582,28.47586163,500,"""['breakfast']""",FALSE,2035449275
Parantha Gurus,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09312875,28.47574493,500,"""['breakfast']""",TRUE,3423583009
Pizza Hut Delivery,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09333964,28.47626303,800,"""['breakfast']""",TRUE,2399532495
Sibang Bakery,Gurgaon,"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09336612,28.47581065,300,"""['breakfast']""",FALSE,2543745376
Sonya Bakery Cafe,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.093094,28.4759094,350,"""['breakfast']""",TRUE,5951099502
Subway,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09308684,28.47568922,500,"""['breakfast']""",FALSE,2113135057
Viva Hyderabad,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09311534,28.4756627,600,"""['breakfast']""",FALSE,5067535740
7 Barrel Brew Pub,Gurgaon,"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09335439,28.4761926,2000,"""['breakfast']""",FALSE,4476198145
Wai Yu Mun Ching,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09319044,28.47567184,800,"""['breakfast']""",TRUE,3831067381
Baskin Robbins,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.0930171,28.4757632,300,"""['breakfast']""",FALSE,5556043522
KFC,Gurgaon,"MS-44, Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Mega Mall,77.09351432,28.47650794,500,"""['breakfast']""",TRUE,4006156521
Burmese Kitchen Plus,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4778552,800,"""['breakfast']""",FALSE,9261776872
Drinks Come True,Gurgaon,"B-5/8, Near Qutab Plaza, DLF Phase 1, Gurgaon",DLF Phase 1,77.0993882,28.4693415,150,"""['breakfast']""",TRUE,9878120899
Eat All Nite,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.0935886,28.4726847,800,"""['breakfast']""",FALSE,1512488767
Frontier,Gurgaon,"D-89, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4660588,200,"""['breakfast']""",TRUE,8093771371
GenY Cuisines,Gurgaon,"A-55/2, Near DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0922847,28.4733215,250,"""['breakfast']""",FALSE,6052565991
K Raga's,Gurgaon,"A-55/12, Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0923747,28.4733301,600,"""['breakfast']""",TRUE,6921012661
Kangri,Gurgaon,"A Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.07935278,28.46121389,750,"""['breakfast']""",FALSE,5364945102
Makhmali Kebabs,Gurgaon,"Arjun Marg Market, DLF Phase 1, Gurgaon",DLF Phase 1,77.0992983,28.4661053,550,"""['breakfast']""",TRUE,4501307043
Masala Ville,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0984902,28.471636,650,"""['breakfast']""",FALSE,7539933775
Night Food Xprs,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0993882,28.4693415,650,"""['breakfast']""",FALSE,7864271607
Roti Boti,Gurgaon,"Pillar No. 12, Opposite Sikanderpur Rapid Metro Station,DLF Phase 1 Road",DLF Phase 1,77.092856,28.481301,700,"""['breakfast']""",TRUE,4758354447
Sama Chicken Biryani,Gurgaon,"2020, Main Road, Near Union Bank, Saraswati Vihar, DLF Phase 1, Gurgaon",DLF Phase 1,77.0948286,28.48187686,200,"""['breakfast']""",TRUE,3941092162
Subway,Gurgaon,"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4657898,500,"""['breakfast']""",FALSE,4327035885
The Rolling Pin Bakery,Gurgaon,"C-9/9-D, DLF Phase 1, Gurgaon",DLF Phase 1,77.0983092,28.4679828,500,"""['breakfast']""",TRUE,2121022320
Weird Time Food,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.074163,28.477689,600,"""['breakfast']""",TRUE,1585943110
Twigly,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.0923421,28.4803156,500,"""['breakfast']""",FALSE,8482423470
Asian Haus,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.1003687,28.4778418,1500,"""['breakfast']""",TRUE,2850764810
Beyond Breads,Gurgaon,"Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0922847,28.4733215,200,"""['breakfast']""",FALSE,4533075171
Biryani By Kilo,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4780345,700,"""['breakfast']""",TRUE,6228545758
Captain Grub,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4660588,1000,"""['breakfast']""",TRUE,9089777251
Pita Pit,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4778552,600,"""['breakfast']""",TRUE,4404657353
Rawleaf,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0957016,28.4694359,700,"""['breakfast']""",FALSE,2348267460
Sushi Haus,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.1003772,28.4778638,1300,"""['breakfast']""",TRUE,9048439375
Eggzellent,Gurgaon,"Plot H-16/6, DLF Phase 1, Gurgaon",DLF Phase 1,77.10031841,28.47773187,250,"""['breakfast']""",FALSE,9053949616
High On Tea,Gurgaon,"3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.09313076,28.47580623,400,"""['breakfast']""",TRUE,7220344742
Sona Bridge Hotel,Gurgaon,"F-9/14, DLF Phase 1, Gurgaon",DLF Phase 1,77.1,28.47,400,"""['breakfast']""",TRUE,8116176167
Yo! Dimsum,Gurgaon,"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0988037,28.4661923,200,"""['breakfast']""",FALSE,2275425686
Angrezee Choupal,Gurgaon,"N Block, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860801,28.4827659,500,"""['breakfast']""",TRUE,4002712158
Ashoka Snacks Corner,Gurgaon,"Opposite 15 Dakshin Marg, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860056,28.4828445,400,"""['breakfast']""",FALSE,1814461553
Chefoncalls,Gurgaon,"N4/19,  N-Block, DLF Phase 2, Gurgaon",DLF Phase 2,0,0,300,"""['breakfast']""",FALSE,7359004680
Corp Kitchen,Gurgaon,"J 10/7, DLF Phase 2, Gurgaon",DLF Phase 2,77.08986362,28.48211622,600,"""['breakfast']""",TRUE,5427586311
Good Food,Gurgaon,"DLF Phase 2, Gurgaon",DLF Phase 2,0,0,200,"""['breakfast']""",FALSE,9108897213
Mahek By Greenz,Gurgaon,"A 201, Belvedere Towers, DLF Phase 2, Gurgaon",DLF Phase 2,0,0,400,"""['breakfast']""",FALSE,1226147894
Pao King,Gurgaon,"K-13/3, DLF Phase 2, Gurgaon",DLF Phase 2,77.0826144,28.4840963,200,"""['breakfast']""",FALSE,5638212286
Prabhat Fast Food Corner,Gurgaon,"Opposite Plot 14, Sector 18, Near DLF Phase 2, Gurgaon",DLF Phase 2,77.0843715,28.490311,200,"""['breakfast']""",FALSE,3223988612
Shama Chicken Corner,Gurgaon,"K-7/41A, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860801,28.4823177,300,"""['breakfast']""",FALSE,8775230465
Unique Food Hut,Gurgaon,"M 9, DLF Phase 2, Gurgaon",DLF Phase 2,77.082573,28.4904966,600,"""['breakfast']""",FALSE,2968166856
A 1 - Snacks and food corner,Gurgaon,"Shop 2, U-73, DLF Phase 3, Gurgaon",DLF Phase 3,77.0942076,28.4899921,350,"""['breakfast']""",TRUE,8814129440
Anandum,Gurgaon,"S 31/1, Main Road, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,77.1034343,28.486136,400,"""['breakfast']""",FALSE,3655206515
Apni Rasoi,Gurgaon,"U 1/52-53, DLF Phase 3, Gurgaon",DLF Phase 3,77.0936335,28.4912907,400,"""['breakfast']""",FALSE,1586830991
Banke Bihari Bhojanalay,Gurgaon,"U-8/26, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,200,"""['breakfast']""",FALSE,1168888640
Biryani 365,Gurgaon,"U/15/27, DLF Phase 3, Gurgaon",DLF Phase 3,77.0957016,28.4948958,700,"""['breakfast']""",FALSE,4146048837
Bro's Kitchenette,Gurgaon,"67/53/54, DLF Phase 3, Gurgaon",DLF Phase 3,77.09530905,28.48826511,350,"""['breakfast']""",FALSE,7477455754
Cafe Coffee Day,Gurgaon,"Cyber Green, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,77.09327124,28.49457813,450,"""['breakfast']""",FALSE,6924435910
Cafe Coffee Day,Gurgaon,"IBP Petrol Pump, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,77.09158514,28.49034965,450,"""['breakfast']""",TRUE,9802782975
Cafe Du Rendezvous,Gurgaon,"Shop 12 & 13, U-25/31A, Pink Town House Road, Opposite Shemrock School, DLF Phase 3, Gurgaon",DLF Phase 3,77.0998522,28.4947415,400,"""['breakfast']""",TRUE,4676938610
Cake 24x7,Gurgaon,"S-27/9, Shop  5, DLF Phase 3, Gurgaon",DLF Phase 3,77.1038389,28.4874747,600,"""['breakfast']""",TRUE,4369335409
Cake On Wheels,Gurgaon,"S-27/9, The Village Super Mart, Opposite Pullman Hotel, DLF Phase 3, Gurgaon",DLF Phase 3,77.1047829,28.4874309,200,"""['breakfast']""",TRUE,5179730671
Cake Point,Gurgaon,"U-1/29, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939033,28.4902409,600,"""['breakfast']""",TRUE,4292646317
Cake Point,Gurgaon,"S-27/9 H, DLF Phase 3, Gurgaon",DLF Phase 3,77.1038389,28.487654,600,"""['breakfast']""",FALSE,3974882265
Cakes Degree,Gurgaon,"U 44/31-1, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,300,"""['breakfast']""",FALSE,9317413054
Chateau Garlic,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.10263249,28.48750366,700,"""['breakfast']""",TRUE,6514291285
Chennai Express,Gurgaon,"1st Floor, Near Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939932,28.4931181,300,"""['breakfast']""",FALSE,9812241987
Crust N Cakes,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.0922847,28.4911611,550,"""['breakfast']""",TRUE,2386700189
Dabba Meat,Gurgaon,"U Block 1/16, DLF Phase 3, Gurgaon",DLF Phase 3,77.0930322,28.4906544,550,"""['breakfast']""",FALSE,5501374055
Deepak Rasoi,Gurgaon,"U-54/21, DLF Phase 3, Gurgaon",DLF Phase 3,77.0951644,28.4897671,450,"""['breakfast']""",FALSE,1021683837
Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,"Near Rapid Metro, DLF Phase 3, Gurgaon",DLF Phase 3,77.0937234,28.4938093,300,"""['breakfast']""",FALSE,4268860271
Foodies Nation,Gurgaon,"U-10/25, DLF phase 3, Gurgaon, Haryana-122001, DLF Phase 3, Gurgaon",DLF Phase 3,0,0,300,"""['breakfast']""",TRUE,5417414207
Goli Vada Pav No. 1,Gurgaon,"Near U Block, Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934537,28.4935145,150,"""['breakfast']""",TRUE,4583462993
Grandma's Kitchen,Gurgaon,"16/26, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.0936335,28.49147,400,"""['breakfast']""",FALSE,3447921976
Gurgaon Hights,Gurgaon,"E-04, EWS Complex, Belverde Palace, Main U 16 Road, DLF Phase 3, Gurgaon",DLF Phase 3,77.093679,28.4917895,400,"""['breakfast']""",FALSE,8085667271
Idliss,Gurgaon,"U-10/1, DLF Phase 3, Gurgaon",DLF Phase 3,77.0949823,28.4933028,400,"""['breakfast']""",TRUE,4981260955
Indian Home Food,Gurgaon,"U-2/42, Opposite Central Bank ATM, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934537,28.4911838,600,"""['breakfast']""",TRUE,2004166768
Jetha Lal Ka Dhabha,Gurgaon,"Road 9, U-9/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.09503077,28.49332817,400,"""['breakfast']""",TRUE,8554407914
Kusum Rolls,Gurgaon,"U-1/9, DLF Phase 3, Gurgaon",DLF Phase 3,77.092692,28.4907443,350,"""['breakfast']""",TRUE,7588396481
Megha Vaishno Dhaba,Gurgaon,"U-21/1, Road 15, Near Mother Dairy, DLF Phase 3, Gurgaon",DLF Phase 3,77.0952332,28.4949836,300,"""['breakfast']""",FALSE,6078728510
Nikhil Food Point,Gurgaon,"U-69/3, DLF Phase 3, Gurgaon",DLF Phase 3,77.0947642,28.4899703,200,"""['breakfast']""",FALSE,1713780291
Plan B,Gurgaon,"Opposite City Court, Near Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0962564,28.4846488,1000,"""['breakfast']""",FALSE,6082442398
Punjabi Zaika,Gurgaon,"Shop 2, Nathupur Road, Opposite Crossroad Complex, DLF Phase 3, Gurgaon",DLF Phase 3,77.1048728,28.4872602,500,"""['breakfast']""",TRUE,8472952884
Rasoi,Gurgaon,"Shop 11, Nathupur Road, DLF Phase 3, Gurgaon",DLF Phase 3,77.1046906,28.487522,500,"""['breakfast']""",FALSE,8766917300
Roll's Royce,Gurgaon,"U-9/28, DLF Phase 3, Gurgaon",DLF Phase 3,77.0938134,28.4934594,200,"""['breakfast']""",FALSE,9398099264
Shree Bikaner Misthan Bhandar,Gurgaon,"U-5/50, Road 16, DLF Phase 3, Gurgaon",DLF Phase 3,77.0941281,28.4921002,100,"""['breakfast']""",FALSE,8357181114
Smokey Pan,Gurgaon,"Shop U1/48 ,DLF Phase 3, Gurgaon",DLF Phase 3,77.0945327,28.4899428,300,"""['breakfast']""",TRUE,2785914382
Surprise O Meal,Gurgaon,"T-20/18, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4911924,550,"""['breakfast']""",FALSE,4523296794
Tandoor on The Way,Gurgaon,"U-8/45, Near Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4931646,300,"""['breakfast']""",TRUE,9944563968
Tawa N Tandoor,Gurgaon,"U-16/10 DLF Phase 3, Gurgaon",DLF Phase 3,77.0944877,28.4928519,600,"""['breakfast']""",FALSE,8351578771
The Paradise Biryani,Gurgaon,"Pink Town House Market, DLF Phase 3, Gurgaon",DLF Phase 3,77.0994974,28.4942093,700,"""['breakfast']""",TRUE,3189830090
The Royal,Gurgaon,"1st Floor, Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934087,28.4936446,550,"""['breakfast']""",TRUE,6932302797
Theka Desi Khaana,Gurgaon,"Shop U-16/64, DLF Phase 3, Gurgaon",DLF Phase 3,77.0948924,28.4932941,350,"""['breakfast']""",TRUE,3730299379
Tobasco Kitchen,Gurgaon,"U-9/1, DLF Phase 3, Gurgaon",DLF Phase 3,77.0946676,28.4930484,500,"""['breakfast']""",FALSE,5316266250
Tpot,Gurgaon,"Rapid Metro Phase 3, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,400,"""['breakfast']""",FALSE,2588593728
Uncle's Cafe,Gurgaon,"75, Behind RBS, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4900962,350,"""['breakfast']""",TRUE,8135446168
Welcome Cafeteria,Gurgaon,"U-8/36, DLF Phase 3, Gurgaon",DLF Phase 3,77.0940363,28.4931115,600,"""['breakfast']""",TRUE,3182153696
Yo Yo China Town,Gurgaon,"S 31A/1, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,77.093805,28.49330872,400,"""['breakfast']""",TRUE,9894665637
Caterspoint,Gurgaon,"S-27/11, DLF Phase 3, Gurgaon",DLF Phase 3,77.1039737,28.4872636,500,"""['breakfast']""",TRUE,2319210384
Bake-a-boo,Gurgaon,"U 55, DLF Phase 3, Gurgaon",DLF Phase 3,77.09623341,28.49025712,200,"""['breakfast']""",TRUE,2212258454
Burger Hut,Gurgaon,"U-6/50, Near Yashwant Department Store, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,300,"""['breakfast']""",TRUE,3111290359
China Gatherings,Gurgaon,"U-75/52, Near RBS Building, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939033,28.4902409,550,"""['breakfast']""",FALSE,7747204042
Crazy Bhukkhad,Gurgaon,"U-80, DLF Phase 3, Gurgaon",DLF Phase 3,77.0924646,28.4896545,400,"""['breakfast']""",TRUE,2219782314
Deez Biryani & Kebabs,Gurgaon,"S-27/17, Nathupura, DLF Phase 3, Gurgaon",DLF Phase 3,77.103659,28.4878161,800,"""['breakfast']""",FALSE,2720494159
Fomads,Gurgaon,"U-25/27, Ground Floor, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943525,28.4922725,300,"""['breakfast']""",FALSE,6997474963
Happy Beings,Gurgaon,"50/21, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.094627,28.490666,500,"""['breakfast']""",FALSE,5999831380
InstaDozza,Gurgaon,"Inside DLF Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,250,"""['breakfast']""",FALSE,2171047152
Mom's Kitchen,Gurgaon,"U-9/26, DLF Phase 3, Gurgaon",DLF Phase 3,77.0938134,28.4937283,300,"""['breakfast']""",TRUE,5522144228
The Baker's Bar  ... Bakery & Cafe,Gurgaon,"16/8, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.09333796,28.49088743,400,"""['breakfast']""",TRUE,3317112501
Veg Ex,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.1036643,28.4879232,500,"""['breakfast']""",TRUE,9584640279
Volt - By Plan B,Gurgaon,"Moulsari Road, Near Moulsari Arcade, DLF Phase 3, Gurgaon",DLF Phase 3,77.1021761,28.4957118,1000,"""['breakfast']""",TRUE,7638233938
ZASTY,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.094031,28.492698,500,"""['breakfast']""",FALSE,1669739788
Aahar,Gurgaon,"U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943256,28.492384,400,"""['breakfast']""",TRUE,4908533159
Chicken Bytes,Gurgaon,"Shop 4, U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,500,"""['breakfast']""",FALSE,4545628174
Flying Cakes,Gurgaon,"Shop 3, U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943529,28.4924355,350,"""['breakfast']""",TRUE,1258170265
Punjabi Tadka,Gurgaon,"U-16/24, DLF Phase 3, Gurgaon",DLF Phase 3,77.0937234,28.4914786,500,"""['breakfast']""",TRUE,5026249617
Coldpress Company,Gurgaon,"U79/12 DLF Phase 3, Gurgaon",DLF Phase 3,77.09321138,28.489834,500,"""['breakfast']""",TRUE,1255382789
Crudo Juicery,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.1049154,28.4871499,400,"""['breakfast']""",TRUE,4931629694
First Eat,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.094173,28.4904461,300,"""['breakfast']""",TRUE,5974815968
Zoe,Gurgaon,"T-24, Cyber Green, DLF Phase 3, Gurgaon",DLF Phase 3,77.08978873,28.49488428,700,"""['breakfast']""",TRUE,7020205164
Dabba Meat,Gurgaon,"Opposite Hamilton Court, Galleria Road, DLF Phase 4, Gurgaon",DLF Phase 4,77.087429,28.4681035,550,"""['breakfast']""",FALSE,6600841486
Kashmiri Kitchen,Gurgaon,"Near IFFCO Chowk Metro Station, Opposite Metro Pillar 141, DLF Phase 4, Gurgaon",DLF Phase 4,77.0715115,28.4739245,1000,"""['breakfast']""",TRUE,5334344333
Rumi's Kitchen,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0858383,28.4700182,500,"""['breakfast']""",TRUE,6530436589
Baking Bad,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0813069,28.4666333,1000,"""['breakfast']""",FALSE,7546120401
Bamboo Boat,Gurgaon,"Behind Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0888382,28.4614757,700,"""['breakfast']""",TRUE,4356114752
Big Jack's,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.08591864,28.46970311,800,"""['breakfast']""",TRUE,4701876912
Kebab Gali,Gurgaon,"A 226 & 227, Ground Floor, Super Mart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.0872491,28.4626173,600,"""['breakfast']""",FALSE,9294526844
Lucknow Mail,Gurgaon,"Shop 4, Plot 1126, DLF Phase 4, Gurgaon",DLF Phase 4,77.0857654,28.4700505,800,"""['breakfast']""",FALSE,2990802215
Monster's Cafe,Gurgaon,"Opposite DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Phase 4,77.08598737,28.46978122,1200,"""['breakfast']""",FALSE,8584315147
Monty's Chicken Wings,Gurgaon,"E-5, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0881933,28.461408,600,"""['breakfast']""",TRUE,8411178932
My Country Platter,Gurgaon,"Near Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0887329,28.4614598,600,"""['breakfast']""",TRUE,4077173018
SARA World Cuisine,Gurgaon,"D-10, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0880584,28.4616192,500,"""['breakfast']""",TRUE,1840048464
Wah! Amritsar,Gurgaon,"E-21, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0879685,28.4617002,750,"""['breakfast']""",TRUE,3322615363
World In A Box,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0966008,28.4834181,750,"""['breakfast']""",TRUE,7569205378
Bun Intended,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.08301514,28.46624793,850,"""['breakfast']""",TRUE,7750639350
Cafe Gatherings,Gurgaon,"B-133, Supermart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.0875226,28.4622589,750,"""['breakfast']""",TRUE,9570199370
Cafe Soul Garden,Gurgaon,"Next to Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0888677,28.4616072,1300,"""['breakfast']""",TRUE,6641672216
Food O Gram,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0859584,28.4699579,600,"""['breakfast']""",TRUE,8501276251
Happy Hakka,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0880135,28.46157,650,"""['breakfast']""",TRUE,6802477991
Kaiser,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.088706,28.46147,650,"""['breakfast']""",TRUE,4930799549
Pizza Central,Gurgaon,"B-210, DLF Super Mart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.087295,28.4623501,600,"""['breakfast']""",FALSE,2577471385
